smiles code,active ingredient,salt,relation,assay value,target disease,protein target,treatment concentration,treatment unit,exposure time (h),measurement,type,model type,description,dataset,ASSAY_TYPE,ASSAY_STRAIN,TARGET_TYPE,DOSE,timepoint_unit,SUPPLIER,ASSAY_SOP
O/N=C(\c1ccc(Cl)cc1)c1ccccc1Cl,O/N=C(\c1ccc(Cl)cc1)c1ccccc1Cl,.,= ,54.93,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,.,= ,49.04,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,.,= ,0.09,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,.,= ,27.0,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
OC(c1ccc(Cl)cc1)(c1cccnc1)c1cncnc1,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cncnc1,.,= ,1.53,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
OC(c1ccc(Cl)cc1)(c1cccnc1)c1cncnc1,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cncnc1,.,= ,59.0,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
COC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,COC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,58.7,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
COC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,COC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,10.0,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
COC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,COC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,0.09,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
COC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,COC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,58.7,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CON=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,CON=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,.,= ,10.0,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(c1ccc(Cl)cc1)c1ccccc1Cl,O=C(c1ccc(Cl)cc1)c1ccccc1Cl,.,= ,10.0,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
O=C(c1ccc(F)cc1)c1ccc(Cl)cc1,O=C(c1ccc(F)cc1)c1ccc(Cl)cc1,.,= ,10.0,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Clc1ccc(C(c2ccc(Cl)cc2)c2cccnc2)cc1,Clc1ccc(C(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,84.7,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Clc1ccc(C(c2ccc(Cl)cc2)c2cccnc2)cc1,Clc1ccc(C(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,84.7,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Clc1ccc(C(c2ccc(Cl)cc2)c2cccnc2)cc1,Clc1ccc(C(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,0.08,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Clc1ccc(C(c2ccc(Cl)cc2)c2cccnc2)cc1,Clc1ccc(C(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,1.6,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
FC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,FC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,0.1703,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
FC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,FC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,59.68,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
FC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,FC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,,T. cruzi,,,,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
FC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,FC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,1.0,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
N#CC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,N#CC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,0.22,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
N#CC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,N#CC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,0.05,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
N#CC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,N#CC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,56.75,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
OC(c1cncnc1)(c1ccccc1F)c1ccccc1Cl,OC(c1cncnc1)(c1ccccc1F)c1ccccc1Cl,.,= ,9.37,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
OC(c1cncnc1)(c1ccccc1F)c1ccccc1Cl,OC(c1cncnc1)(c1ccccc1F)c1ccccc1Cl,.,= ,2.64,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,.,= ,0.068,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,.,= ,67.44,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,.,= ,0.1578,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,.,= ,0.0238,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,.,= ,67.44,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,.,= ,79.34,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cc1,.,= ,0.31,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1cccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)c1,Cc1cccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)c1,.,= ,0.3285,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cc1cccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)c1,Cc1cccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)c1,.,= ,5.23,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1cccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)c1,Cc1cccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)c1,.,= ,68.38,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CC(C)CNC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,CC(C)CNC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,59.25,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CC(C)CNC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,CC(C)CNC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,0.6056,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)CNC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,CC(C)CNC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,1.32,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)CNC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,CC(C)CNC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,59.25,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Cl.OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)cc1Cl,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)cc1Cl,Cl,= ,53.1,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Cl.OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)cc1Cl,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)cc1Cl,Cl,= ,0.0522,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cl.OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)cc1Cl,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)cc1Cl,Cl,= ,0.015,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Cl.OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)cc1Cl,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)cc1Cl,Cl,= ,53.1,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
COc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,COc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,0.18,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
COc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,COc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,0.04,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
COc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,COc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,68.06,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Cc1ccccc1C(O)(c1ccc(Cl)cc1)c1cccnc1,Cc1ccccc1C(O)(c1ccc(Cl)cc1)c1cccnc1,.,= ,62.0,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Cc1ccccc1C(O)(c1ccc(Cl)cc1)c1cccnc1,Cc1ccccc1C(O)(c1ccc(Cl)cc1)c1cccnc1,.,= ,2.78,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Cc1ccccc1C(O)(c1ccc(Cl)cc1)c1cccnc1,Cc1ccccc1C(O)(c1ccc(Cl)cc1)c1cccnc1,.,= ,0.37,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Clc1ccc(C(NCCN2CCOCC2)(c2cccnc2)c2ccccc2Cl)cc1,Clc1ccc(C(NCCN2CCOCC2)(c2cccnc2)c2ccccc2Cl)cc1,.,= ,6.23,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Clc1ccc(C(NCCN2CCOCC2)(c2cccnc2)c2ccccc2Cl)cc1,Clc1ccc(C(NCCN2CCOCC2)(c2cccnc2)c2ccccc2Cl)cc1,.,= ,56.46,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Clc1ccc(C(NCCN2CCOCC2)(c2cccnc2)c2ccccc2Cl)cc1,Clc1ccc(C(NCCN2CCOCC2)(c2cccnc2)c2ccccc2Cl)cc1,.,= ,0.6545,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Clc1ccc(C(c2cccnc2)c2ccccc2Cl)cc1,Clc1ccc(C(c2cccnc2)c2ccccc2Cl)cc1,.,= ,0.23,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Clc1ccc(C(c2cccnc2)c2ccccc2Cl)cc1,Clc1ccc(C(c2cccnc2)c2ccccc2Cl)cc1,.,= ,2.57,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Clc1ccc(C(c2cccnc2)c2ccccc2Cl)cc1,Clc1ccc(C(c2cccnc2)c2ccccc2Cl)cc1,.,= ,62.58,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Clc1ccc(C(c2ccc(Cl)cc2)c2cncnc2)cc1,Clc1ccc(C(c2ccc(Cl)cc2)c2cncnc2)cc1,.,= ,6.78,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
Clc1ccc(C(c2ccc(Cl)cc2)c2cncnc2)cc1,Clc1ccc(C(c2ccc(Cl)cc2)c2cncnc2)cc1,.,= ,0.6825,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Clc1ccc(C(c2ccc(Cl)cc2)c2cncnc2)cc1,Clc1ccc(C(c2ccc(Cl)cc2)c2cncnc2)cc1,.,= ,70.11,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CCCCC(O)(c1ccc(Cl)cc1)c1cccnc1,CCCCC(O)(c1ccc(Cl)cc1)c1cccnc1,.,= ,60.91,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CCCCC(O)(c1ccc(Cl)cc1)c1cccnc1,CCCCC(O)(c1ccc(Cl)cc1)c1cccnc1,.,= ,0.103,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CCCCC(O)(c1ccc(Cl)cc1)c1cccnc1,CCCCC(O)(c1ccc(Cl)cc1)c1cccnc1,.,= ,0.029,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CCCCC(O)(c1ccc(Cl)cc1)c1cncnc1,CCCCC(O)(c1ccc(Cl)cc1)c1cncnc1,.,= ,1.89,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CCCCC(O)(c1ccc(Cl)cc1)c1cncnc1,CCCCC(O)(c1ccc(Cl)cc1)c1cncnc1,.,= ,0.5,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccs1,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccs1,.,= ,67.71,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccs1,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccs1,.,= ,0.108,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccs1,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccs1,.,= ,0.013,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccs1,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccs1,.,= ,0.017,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccs1,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccs1,.,= ,0.099,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
NC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,NC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,76.02,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
NC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,NC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,5.05,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
NC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,NC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl,.,= ,0.09,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
Nc1nccnc1C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Nc1nccnc1C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,.,= ,63.37,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
Cn1cccc1C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Cn1cccc1C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,.,= ,55.84,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cc(-c2ccccc2)on1,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cc(-c2ccccc2)on1,.,= ,53.6,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,52.03,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,0.018,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,0.0082,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,56.61,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,0.002,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,56.61,L-6 cells,,,uM,,IC50,,,CYTOTOXICITY,set6,F,rat myoblasts from skeletal muscle,ORGANISM,,,EPICHEM,MURVTCYT1
CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1,.,= ,0.006,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1F,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1F,.,= ,0.054,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1F,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1F,.,= ,0.152,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1F,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1F,.,= ,0.1786,T. cruzi,,,uM,,IC90,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA2
OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1F,OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1F,.,= ,0.0348,T. cruzi,,,uM,,IC50,,,Chagas in vitro,set6,F,"Tulahuen LacZ, Clone C4",ORGANISM,,,EPICHEM,MURVTCHA1
